AS ID,Country,Description
46199,US,"CLEARLEAP - Clearleap, Inc.,US"
46200,ZZ,"-Reserved AS-,ZZ"
46201,US,"DIGTESS-AL - Texas Excavation Safety System, Inc.,US"
46202,US,"MICHAELS-ATT-DS3 - Michaels Stores, Inc.,US"
46203,US,"PNSHS - ProNet Solutions, Inc.,US"
46204,US,"MWE - McDermott, Will, and Emery,US"
46205,US,"TELEK-OCIX - Telekenex Inc,US"
46206,US,"AS-SANFORDHEALTH - Sanford Health,US"
46207,US,"STATE-OF-LOUISIANA-JUDICIAL-BRANCH - State of Louisiana Supreme Court - JA/CMIS,US"
46208,US,"PFNL-ASN - Peninsula Fiber Network, LLC,US"
46209,US,"GHC911 - GHC911,US"
46210,ZZ,"-Reserved AS-,ZZ"
46211,US,"DHA - Decatur Hospital Authority,US"
46212,US,"TTNY4-1 - Title Trading Services USA, Inc.,US"
46213,US,"LS-POWER-ASN-02 - LS Power Development, LLC,US"
46214,US,"LEFRED - Lefleur Transportation of Tupelo, Inc.,US"
46215,US,"TERRANOVANET-ASN1 - TerraNovaNet,US"
46216,US,"HG-IT-AS - HG IT Services,US"
46217,US,"KAUFMANNGOBLE - Kaufmann and Goble Associates Incorporated,US"
46218,US,"COMPORIUM-BREVARD-AS - Comporium, Inc,US"
46219,US,"CASHEDGE - CASHEDGE, INC.,US"
46220,US,"DWWTC - Dynamic World Wide Training Consultants,US"
46221,US,"MISCHOICE - MIS Choice, Inc.,US"
46222,US,"CALENCE-TWC - CALENCE INC.,US"
46223,US,"ORC-INTERNATIONAL - ORC International, Inc.,US"
46224,US,"EPISCOPAL-ACADEMY - The Episcopal Academy,US"
46225,US,"RMCFNET - Rocky Mountain Chocolate Factory, Inc.,US"
46226,US,"ACCIONA-ENERGY - Acciona Energy North America Corporation,US"
46227,US,"SILVERCREEKCAPITAL-SEA - Silver Creek Capital Management, LLC.,US"
46228,US,"HHSNET1 - Hunterdon Medical Center,US"
46229,US,"MDE - Million Dollar Elm Casino,US"
46230,US,"DUDROP - Dignitas Technology Inc,US"
46231,US,"OMNICITY - Omnicity, Inc.,US"
46232,US,"XOGCC01 - Xogenous LTD, LLC,US"
46233,ZZ,"-Reserved AS-,ZZ"
46234,US,"LIKECO - Like.Com,US"
46235,US,"TWN - Trion Worlds, Inc.,US"
46236,US,"GUTHRIE-HEALTHCARE-SYSTEMS - Guthrie Healthcare System,US"
46237,US,"PENNSBURY - Pennsbury School District,US"
46238,US,"WTS-AS - WT Services, Inc.,US"
46239,US,"801435 - Vicidiem Inc.,US"
46240,US,"CAMPUSEAI - CampusEAI,US"
46241,US,"ALLYTCAS - Ally Telecom LLC,US"
46242,US,"SAFEWAYINS1 - Safeway Insurance Group,US"
46243,US,"DCCG-001 - Universal Debit And Credit Corp,US"
46244,US,"WEBMD-IDC1-AS - WebMD, Inc.,US"
46245,US,"NIFCO-ASN-01 - NIFCO America,US"
46246,ZZ,"-Reserved AS-,ZZ"
46247,US,"THOMPSONHEALTH - F.F. Thompson Health System, Inc.,US"
46248,US,"LSA-SQL-AZ - Sonora Quest Laboratories,US"
46249,US,"OAI-5-ASN - Omni Air International Inc.,US"
46250,US,"DT-DR - Dealertrack, Inc.,US"
46251,US,"INFOHEDGE - InfoHedge Technologies, LLC,US"
46252,US,"HIA-TRCY - Hagerty Insurance Agency LLC,US"
46253,US,"SHARPCAST - Sharpcast, Inc,US"
46254,US,"OMNI-NOC - OMNI Data, LLC,US"
46255,US,"CHARLOTTE-MECKLENBURG-SCHOOLS-NC - Charlotte-Mecklenburg Schools,US"
46256,US,"SUTTERHEALTH - Sutter Health,US"
46257,GB,"ATEX-ASN - Atex,GB"
46258,US,"ESC3 - Region III Education Service Center,US"
46259,US,"CTDN-AS - California Transplant Donor Network,US"
46260,US,"MEDHOST-INC - MEDHOST, Inc.,US"
46261,US,"QUICKPACKET - QuickPacket, LLC,US"
46262,US,"RTASN - ResTech Services LLC,US"
46263,US,"EDIALOG - e-Dialog, Inc,US"
46264,US,"NIKE-WHQ - Nike, Inc.,US"
46265,US,"MONTAG-CALDWELL - MONTAG & CALDWELL,US"
46266,US,"ISOTOPE-PRODUCTS-VALENCIA - Isotope Products Laboratories,US"
46267,US,"MFCU-1-AS - Missoula Federal Credit Union,US"
46268,US,"RFS - Reinhart FoodService, LLC,US"
46269,US,"KRONOS-MA - Kronos Inc.,US"
46270,US,"TK-NA - ThyssenKrupp USA, Inc.,US"
46271,US,"DT-PROD - Dealertrack, Inc.,US"
46272,US,"GRIDPOINT - GridPoint, Inc.,US"
46273,US,"APOGEE-ALBANY - Apogee Telecom Inc.,US"
46274,US,"UPHS - Penn Medicine,US"
46275,US,"EAS-ENT - EAS Enterprises LLC,US"
46276,US,"SMARTERBROADBAND - SmarterBroadband,US"
46277,US,"OHIOHEALTH - OhioHealth Corporation,US"
46278,US,"USWIRED-CLOUD-HOSTING - USWired Incorporated,US"
46279,US,"TECHPRO-01 - TechPro, Inc,US"
46280,US,"PARTY-NJ - BWIN.PARTY ENTERTAINMENT (NJ), LLC,US"
46281,US,"WI-FIVE-BROADBAND - Wi-Five Broadband,US"
46282,US,"AVIALL-SERVICES-INC - Aviall Services Inc.,US"
46283,US,"LEGACYINV-AS - Legacy Investments, Inc.,US"
46284,US,"FHCC-NETWORK - IFREEDOM DIRECT  CORPORATION,US"
46285,US,"DLX-HWD - Deluxe Laboratories, Inc.,US"
46286,US,"COOK-COUNTY - Cook County,US"
46287,US,"SML-ASN - Stonehenge Management, LLC,US"
46288,US,"RDC-WILMINGTON-FL4 - Regulatory Datacorp, Inc,US"
46289,ZZ,"-Reserved AS-,ZZ"
46290,US,"MTSAC - MtSAC,US"
46291,US,"LODCO - LOD Communications, Inc.,US"
46292,US,"OTTERBOURG-ASN - Otterbourg, Steindler, Houston & Rosen, P.C.,US"
46293,US,"MIDWEST-CONNECTIONS - Midwest Connections,US"
46294,US,"SCATUI - SCATUI,US"
46295,US,"SOCRATIC - Socratic Technologies, Inc.,US"
46296,US,"THF-ALTAMONTE - Travel Holdings Inc,US"
46297,US,"NEWWAVECOMM3 - New Wave Communications,US"
46298,US,"HCHD-AS - Harris County Hospital District,US"
46299,ZZ,"-Reserved AS-,ZZ"
46300,CA,"HSC-WAP - High Speed Crow Inc,CA"
46301,US,"MYPOINTS - MyPoints.com, Inc.,US"
46302,US,"CRYSTALGEYSER - Crystal Geyser Water Company,US"
46303,US,"POPP-COM - POPP.com, Inc.,US"
46304,US,"LUXBRIDGE - Luxbridge LLC,US"
46305,US,"UA-4585 - Universal Audio, Inc.,US"
46306,US,"BAC-ASN2011BGP - BACTES,US"
46307,US,"CIRSOL-2008 - Circle Solutions, Inc.,US"
46308,US,"NAVELLIER - Navellier & Associates, Inc.,US"
46309,US,"TONAQUINT-DC - Tonaquint Data Center, Inc.,US"
46310,US,"TSRI-FL-AS - The Scripps Research Institute,US"
46311,US,"WOODB-12-ASN - Woodbine Capital, LLC,US"
46312,US,"WAL-MART3 - Wal-Mart Stores, Inc.,US"
46313,US,"WAL-MART4 - Wal-Mart Stores, Inc.,US"
46314,US,"BLUE-STAKES-ASN - Blue Stakes of Utah Utility Notification Center, Inc,US"
46315,US,"BLOSSOM-TX - Blossom Telephone Company,US"
46316,US,"POPHI-1 - Pacific Office Properties,US"
46317,US,"ITGD-CHI-BGP - ITG Derivatives LLC.,US"
46318,US,"TM-NETSYS-ASH - TicketMaster,US"
46319,US,"AAM-ASN1 - American Axle and Manufacturing, Inc.,US"
46320,US,"PALMM - Palm Media Group, LLC,US"
46321,US,"FISD-NOC - Forney Independent School District,US"
46322,US,"AS-CONDUCTOR - Conductor, Inc.,US"
46323,US,"TELEBROAD - Telebroad LLC,US"
46324,US,"2NNET01 - 2N+1,US"
46325,US,"SMH-AS-01 - Stinson Morrison Hecker LLP,US"
46326,US,"PANAGORA470 - PANAGORA ASSET MANAGEMENT,US"
46327,US,"ATC-NYC - ATC Group Services, Inc.,US"
46328,US,"FOUR-U-AS - Four-U Technologies, LLC,US"
46329,US,"TOURO-ASN - TOURO UNIVERSITY NEVADA,US"
46330,US,"LICKINGMEMORIAL-HS - Licking Memorial Hospital,US"
46331,US,"KUKATOLEDO - KUKA Toledo Production Operations LLC,US"
46332,US,"ACTBLUETECH - ActBlue Technical Services, Inc.,US"
46333,US,"COBALT - The Cobalt Group,US"
46334,US,"UNLEASHEDTECH - Unleashed Technologies, LLC,US"
46335,US,"MED3000 - MED3000 HEALTH SOLUTIONS, CENTRAL REGION, INC.,US"
46336,US,"GOODVILLE - Goodville Mutual Casualty Company,US"
46337,US,"WEBSITE-HOSTING - Website Hosting,US"
46338,US,"CPCL-ASN1 - CPC Logistics, Inc,US"
46339,US,"AS-CSDVRS - CSDVRS, LLC,US"
46340,US,"KBA---BNA - Kroll Background Screening,US"
46341,ZZ,"-Reserved AS-,ZZ"
46342,US,"AJGCO - Arthur J. Gallagher & Co.,US"
46343,US,"PCM-BOYERTOWN - PC Management, Inc.,US"
46344,US,"CIRCLESBURLINGTON - Circle Company Associates, Inc.,US"
46345,US,"VTGROUPALPH1 - VT Aepco Inc.,US"
46346,US,"ARIN-AS-AEC-REPRO-GRAPHICS - AEC Reprographics,US"
46347,US,"CAROLINAWEST-WIRELESS - Carolina West Wireless,US"
46348,US,"FOSTER-ASN01 - Foster Poultry Farms,US"
46349,US,"RWSC - RED WING SHOE COMPANY, INC.,US"
46350,US,"SILBER00 - Silberline Mfg. Co. Inc.,US"
46351,US,"BBHSOLUTIONS - BBH Solutions Inc.,US"
46352,US,"CIRCLESCHELMSFORD - Circle Company Associates, Inc.,US"
46353,US,"INTERMAX-AS - Intermax Networks,US"
46354,US,"SC-GROUP-AND-AFFILIATES - VICTORY NETWORKS,US"
46355,US,"EMMGR-ASN - EMM Group, LLC,US"
46356,US,"KZLAS - Kerzner International North America,US"
46357,US,"CALPOLY-NETLAB - California Polytechnic State University,US"
46358,US,"UAT - University of Advancing Technology,US"
46359,US,"MCKINNEYISD - McKinney ISD,US"
46360,US,"VIRTU-FINANCIAL-LLC - Virtu Financial LLC,US"
46361,US,"GILLETTE-CHILDRENS-SPECIALTY-HEALTHCARE - Gillette Children's Specialty Healthcare,US"
46362,US,"CSIU-AS-NUM - Central Susquehanna Intermediate Unit,US"
46363,US,"HOLYFAMILY - Holy Family University,US"
46364,CA,"CITEGLOBE - CITEGLOBE,CA"
46365,US,"LGE-SM-ASN - Lions Gate Entertainment, Inc.,US"
46366,US,"CARRIERCONNEX - Cologix Canada, Inc.,US"
46367,US,"REYNWOOD---LAX - Reynwood Communications, Inc.,US"
46368,US,"ASN-IDEAL-HOSTING - Ideal Hosting,US"
46369,US,"GANNETT-COLORADO-BROADCASTING-INC-KUSA-TV-KTVD-TV - Gannett Colorado Broadcasting Inc. KUSA-TV/KTVD-TV,US"
46370,US,"GRANDWEB - Grand Web Solutions, Inc.,US"
46371,US,"CARBO - Carbonite, Inc.,US"
46372,US,"MPS-AS - Mercury Payment Systems,US"
46373,US,"CONCENTUSNET - Concentus.net,US"
46374,US,"ICNET - Ideal Concepts, Inc.,US"
46375,US,"AS-SONICTELECOM - Sonic Telecom LLC,US"
46376,US,"CITYOFORLANDO-BLOCK - City of Orlando - Information Systems,US"
46377,CA,"TRUTEL-IX-VOX - Trutel Inc.,CA"
46378,US,"FSX-350 - FSX HOLDINGS, LLC,US"
46379,US,"SIENA-COLLEGE - Siena College,US"
46380,US,"BANK-OF-AGRICULTURE-AND-COMMERCE - BAC,US"
46381,US,"E-INS-NET - E-INS, LLC,US"
46382,US,"VANWAGNER - Van Wagner Communications, LLC,US"
46383,CA,"TRANSLINK - Translink,CA"
46384,US,"ASN-FILANITY - Filanity Corporation,US"
46385,US,"WINDSTREAM - Windstream Shal Networks, Inc,US"
46386,US,"SPECTRA-MV-AS-NUMBER - FIRST,US"
46387,US,"BVS-AS - BVS Performance Systems,US"
46388,US,"SUNRISELAB-1 - Sunrise Medical Laboratories, Inc.,US"
46389,US,"DKBHOSTING - David K. Burnap Advertising Agency, Inc.,US"
46390,US,"NABNY245 - National Australia Bank Limited,US"
46391,US,"AS46391 - Onlive,US"
46392,US,"GCPOWERNET - Grant County Powernet, Inc.,US"
46393,US,"ALTIUS-KY-AS - ALTIUS Broadband, LLC,US"
46394,US,"JGOLDMAN - J. GOLDMAN & CO, L.P.,US"
46395,US,"WEEDEN-GRN - Weeden & Co., L.P.,US"
46396,US,"HK-SYSTEMS - HK Systems, Inc.,US"
46397,US,"MOSES-ASN - Moses & Singer LLP,US"
46398,US,"PII - Taylor Corporation,US"
46399,US,"WAVELINC-1 - Wavelinc Communications,US"
46400,ZZ,"-Reserved AS-,ZZ"
46401,US,"OMNISYNC-NETWORKS - OmniSync Networks,US"
46402,US,"DDS-COLO - Deluxe Digital Studios, Inc.,US"
46403,US,"TEXTURA - Textura LLC,US"
46404,US,"SUNESYS - Sunesys, LLC,US"
46405,US,"NYNJHIDTA - DANY-NY/NJ HIDTA,US"
46406,US,"COMONE-SERVICES-LTD - CompOne,US"
46407,US,"AS-CHOOPA3 - Choopa, LLC,US"
46408,VC,"COLUMBUS-COMMUNICATION-SVG - Columbus Communication St. Vincent and the Grenadines Ltd.,VC"
46409,US,"VALUE-ADDED-ASN - Value-Added Communications, Inc.,US"
46410,US,"THE-JOURNAL-NEWS-ASN - The Journal News,US"
46411,US,"IDA-ATL-NET-ASN - ID Analytics, Inc,US"
46412,US,"PSKW-1 - PSKW LLC,US"
46413,US,"VISAGEMOBILE - Visage Mobile, Inc,US"
46414,US,"IRONSHORE-SERVICES-INC - Ironshore Services, Inc.,US"
46415,US,"CLOUDWORKS - Cloudworks,US"
46416,US,"BANKONIT - BankOnIT, L.L.C.,US"
46417,US,"BAKER-OWOSSO - Baker College,US"
46418,US,"BAKER-AUBURNHILLS - Baker College,US"
46419,US,"BAKER-CADILLAC - Baker College,US"
46420,US,"BAKER-MUSKEGON - Baker College,US"
46421,US,"MTC-DFW - Air Medical Group Holdings,US"
46422,US,"IPNETZONE-MPLS-ASN - IPNetZone,US"
46423,US,"NRT-NORCAL - Coldwell Banker Residential Brokerage,US"
46424,US,"SONIC-BROADBAND - Stutler Technologies, Corp.,US"
46425,US,"SVMH-AS - Salinas Valley Memorial Hospital,US"
46426,US,"HART-COMMUNICATIONS - HART COMMUNICATIONS, INC.,US"
46427,US,"AS46427 - CommerceHaven,US"
46428,US,"EXPEDIA-INC - Expedia, Inc.,US"
46429,US,"GENERICCONF-CENTRAL - Generic Conferencing LLC,US"
46430,CA,"ASN-VICTON - VICTON, Inc.,CA"
46431,US,"CIRCUITBREAKERSALES - CIRCUIT BREAKER SALES CO., INC.,US"
46432,US,"ARGUSLEADERMEDIA-SFA01GANNETT - Argus Leader,US"
46433,US,"ADF01 - EBOUNDHOST.com,US"
46434,US,"MITSU-10-ASN - Mitsubishi UFJ Securities (USA), Inc.,US"
46435,US,"IRON - IRON,US"
46436,US,"RHOTRD - RHO TRADING SECURITIES, LLC,US"
46437,US,"FOURWAY - Fourway Computer Products, Inc.,US"
46438,US,"EMPIRECO - The Empire Company, Inc.,US"
46439,US,"CITYOFLEXINGTON - CITY OF LEXINGTON,US"
46440,US,"STEADFAST-INT - Steadfast Networks,US"
46441,US,"SUTTERHEALTH - Sutter Health,US"
46442,US,"CCPL-1 - Corbin Capital Partners, L.P.,US"
46443,US,"CFE-AS - Central Florida Educators' Federal Credit Union,US"
46444,US,"STARWOOD-CT-600SUMMER - Starwood Hotels and Resorts,US"
46445,US,"TELPAGE-EMP - TELPAGE,US"
46446,US,"CALTELCOM - California Telecom,US"
46447,US,"ASN1 - North American Derivatives Exchange, Inc.,US"
46448,US,"GSA - THE GEOLOGICAL SOCIETY OF AMERICA INC,US"
46449,US,"PLBB-NORTHERNWI - Packerland Broadband,US"
46450,US,"PILOT - Pilot Fiber, Inc.,US"
46451,US,"EASTERN-MAINE-HEALTHCARE - Eastern Maine Healthcare Systems,US"
46452,US,"AS1 - Texas CellNet, Inc.,US"
46453,US,"SJM - St. Jude Medical, Inc.,US"
46454,US,"AS1 - WCS,US"
46455,US,"NLI-ISP - Network Lubbock, Inc.,US"
46456,US,"TELESPACE-ASN - Telespace, LLC,US"
46457,US,"CONFORMAL-SYSTEMS - Conformal Systems, LLC.,US"
46458,US,"SAVINGCALL - Saving Call LLC,US"
46459,US,"ADSALARM - Alarm Detection Systems, Inc,US"
46460,US,"KARMAK-NET - Karmak, Inc.,US"
46461,US,"CRYPTICSTUDIOS - CRYPTIC STUDIOS, INC.,US"
46462,US,"KELE-AS - Kele, Inc,US"
46463,US,"ASAHR - American Hotel Register Co.,US"
46464,US,"AUC-1882 - Atlantic Union College,US"
46465,US,"SUPERIOR-CONSULTANT - ACS Healthcare Solutions,US"
46466,US,"SUMMITCREDITUNION - Summit Credit Union,US"
46467,ZZ,"-Reserved AS-,ZZ"
46468,US,"AMGH-DFWDC - Air Medical Group Holdings,US"
46469,US,"GETRESPONSE-IMPLIX - GETRESPONSE,US"
46470,US,"SKIDMORE-I2-AS - Skidmore College,US"
46471,US,"MCRESAS01 - Madison Commercial Real Estate Services, LLC,US"
46472,ZZ,"-Reserved AS-,ZZ"
46473,ZZ,"-Reserved AS-,ZZ"
46474,US,"AS46474 - Onlive,US"
46475,US,"LIMESTONENETWORKS - Limestone Networks, Inc.,US"
46476,US,"TTUHSC - Texas Tech University Health Sciences Center,US"
46477,CA,"PERIM-ASN - Perimeter Institute,CA"
46478,CA,"ASN-CASTOR-NETWORKS - Castor Networks Corporation,CA"
46479,US,"MOUST-PRIMARY-ASN - Pyramid.Net,US"
46480,US,"PEKIN-INSURANCE-HOME-OFFICE - Pekin Insurance,US"
46481,US,"TOPCO - Topco Associates LLC,US"
46482,CA,"CONTIGO - Contigo Systems Inc.,CA"
46483,US,"RGHS - Rochester General Hospital,US"
46484,US,"MFENET - McAfee, Inc.,US"
46485,US,"BGI-ASN - Brandywine Global Investments,US"
46486,US,"BUFFINI - Buffini & Company, Inc.,US"
46487,US,"OCITYHOSTING - Ocity Solutions, Inc.,US"
46488,US,"GOODRICH-LLC - Goodrich LLC,US"
46489,US,"JUSTINTV - Justin.tv, Inc.,US"
46490,US,"DMEHOAS - DME Holdings, LLC,US"
46491,US,"MEC-ASN - Metropolitan Educational Council,US"
46492,US,"ASN-1 - Radius One, LLC,US"
46493,US,"NIKON-UPS-KENTUCKY - Nikon, Inc.,US"
46494,US,"CHRISCOMCO - Christensen Communications Company,US"
46495,US,"ASN-CENTERPARTNERS - Center Partners, Inc.,US"
46496,US,"WTNC-INTERNAL-ISP - Washoe Tribe of Nevada and California,US"
46497,US,"JUSTMARKETING - JUST MARKETING INTERNATIONAL INC.,US"
46498,US,"WEYERH - Weyerhaeuser Company,US"
46499,CA,"OITC-AS1 - Outsource IT,CA"
46500,US,"CELLFIRE - Cellfire Inc.,US"
46501,US,"WATCHGUARD-TECHNOLOGIES-INC - WatchGuard Technologies, Inc.,US"
46502,US,"ASN-AA - Angel Americas, LLC.,US"
46503,US,"POWEROFVIT - Destiny Management Company, LLC,US"
46504,US,"IDIT - InterDealer Information Technologies, LLC,US"
46505,US,"ELSLNET - Eldorado Hotel and Casino,US"
46506,US,"SIMPLEHELIX - SimpleHelix.com,US"
46507,US,"DELL-KACE-AS - Dell, Inc.,US"
46508,US,"DHC-ASN-0001 - Doublehorn Communications, LLC,US"
46509,US,"INTERACTIVE-BROKERS-GOP - Interactive Brokers LLC,US"
46510,US,"ACS-EDUCATION-SERVICES - ACS Education Services,US"
46511,US,"FTC-DTC-QWEST-ADDRESSES - 3t Systems, Inc.,US"
46512,US,"UT-MEDICAL-CENTER - University of Tennessee Medical Center,US"
46513,US,"ALARM-PROD-US-AS - Alarm.com, Inc.,US"
46514,US,"RANCHOMURIETAASSOCIATION - Rancho Murieta Association,US"
46515,US,"TETN - Texas Education Telecommunication Network,US"
46516,US,"GLOBEIX - GlobeIX,US"
46517,US,"SEATTLE-CITY-LIGHT - City of Seattle, Dept. of Admin. Services,US"
46518,US,"CLOUDPROVIDERUSA - Cloud Provider USA, LLC.,US"
46519,US,"LMI - Lantheus Medical Imaging, Inc,US"
46520,US,"CA-DOJ - California Department of Justice,US"
46521,US,"MOVIETICKETS-BLOCK1 - MovieTickets.com, Inc.,US"
46522,US,"COH - City of Henderson, Nevada,US"
46523,US,"KINETIX-TECH - Kinetix Broadband, LLC,US"
46524,US,"GRANITE-100 - Granite Telecommunications LLC,US"
46525,CA,"RURALWAVE-LTD - Rural Wave,CA"
46526,US,"AS46526 - JAB Wireless, INC.,US"
46527,US,"AMYLINAS - Amylin Pharmaceuticals, Inc.,US"
46528,US,"JRSIMP - J.R. Simplot Co.,US"
46529,US,"CORESITE-PEARL - CoreSite,US"
46530,US,"CORPTECH - Corporate Technologies LLC.,US"
46531,US,"EXCORESO - Exco Resources, Inc.,US"
46532,US,"BARE-METAL-CLOUD - Newservers Incorporated,US"
46533,US,"ASN1 - Arias Resource Capital Management LP,US"
46534,US,"PLA - Project leadership Associates,US"
46535,US,"TECHSMITH - TechSmith Corporation,US"
46536,US,"VIASAT-MBS-1 - ViaSat, Inc.,US"
46537,ZZ,"-Reserved AS-,ZZ"
46538,US,"MANTARA - Mantara Inc.,US"
46539,US,"HOU-ARG - ARG Services, Inc.,US"
46540,US,"ARENAONE - Arena One, LLC,US"
46541,CA,"HOMEHARDWARE - Home Hardware Stores Limited,CA"
46542,US,"AVIDTE - Avid Technology, Inc.,US"
46543,US,"UMB - University of Maryland at Baltimore,US"
46544,US,"FISHER-AS-EXT - Fisher Investments Inc.,US"
46545,US,"COMMAND-ALKON-INCORPORATED - Command Alkon Incorporated,US"
46546,CA,"EKKUM - EKKUM INC,CA"
46547,US,"ASN1 - Mirae Asset Global Investments (USA) LLC,US"
46548,US,"ASN1 - New york City Housing Development Corporation,US"
46549,US,"GVO - Global Virtual Opportunities,US"
46550,US,"LOGICORP - Logitech Inc,US"
46551,US,"GRO-UCFUSM-1N - Michigan State University Federal Credit Union,US"
46552,US,"MCGLADREY-IAAS - McGladrey,US"
46553,US,"BG-HOU - Bluegate Corporation,US"
46554,CA,"BAYTEX-CALGARY-ASN - Baytex Energy Ltd.,CA"
46555,US,"T2OE-1 - TAKE-TWO INTERACTIVE SOFTWARE, INC.,US"
46556,US,"CIT-ASN-NA-03 - The CIT Group,US"
46557,US,"DWS-IMD - Disney Worldwide Services, Inc.,US"
46558,US,"SUN-DSEO - Sun Microsystems,US"
46559,US,"TNCINET - TNCI,US"
46560,US,"DCF-ASN - DCF Partners, L.P.,US"
46561,US,"STEELSCAPE - STEELSCAPE, Inc.,US"
46562,US,"TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.,US"
46563,US,"STONEH-AS - Stonehill College,US"
46564,US,"NORDST-AS - Nordstrom, Inc.,US"
46565,US,"COC-AS - City of Columbia,US"
46566,US,"HWS-ASN - MovieTickets.com, Inc.,US"
46567,US,"BORDER-STATES-INDUSTRIES - Border States Industries,US"
46568,US,"HORMELFOODS - Hormel Foods Corporation,US"
46569,US,"200PRK - PBC 200 Park Avenue, LLC,US"
46570,US,"CBLT-INTEGRALINK - The Cobalt Group,US"
46571,US,"USNEWS - U.S. News & World Report, L.P.,US"
46572,US,"MSTATES - Mountain States Networking,US"
46573,US,"GLOBAL-FRAG-NETWORKS - Global Frag Networks,US"
46574,US,"GLYNNDEVINSHA - GLYNN DEVINS, INC.,US"
46575,US,"WSSC-AS - Washington Suburban Sanitary Commission,US"
46576,US,"LOEWS-HOTELS-ORLANDO - Loews Hotels at Universal Orlando,US"
46577,US,"AURORA - Aurora Technology Management, Inc.,US"
46578,ZZ,"-Reserved AS-,ZZ"
46579,ZZ,"-Reserved AS-,ZZ"
46580,US,"MERICLE-AS - Mericle Construction Inc.,US"
46581,US,"INDOFF-CORP-STL1 - INDOFF, Incorporated,US"
46582,US,"ASN1 - Payroll Associates LLC,US"
46583,US,"TELINK-AZ1 - Telink Networks SW LLC,US"
46584,US,"TRANSCAT-INET - Transcat,US"
46585,US,"ASN1 - AMA,US"
46586,US,"BCBSAZ - Blue Cross Blue Shield of Arizona,US"
46587,US,"2991400 - Cerberus Capital Management LP,US"
46588,US,"METRAMAXNOC3335 - MetraMax GR LLC,US"
46589,US,"COREMETRICS-1 - IBM,US"
46590,US,"STATE-STREET-GLOBALLINK - State Street Global Markets LLC.,US"
46591,ZZ,"-Reserved AS-,ZZ"
46592,ZZ,"-Reserved AS-,ZZ"
46593,US,"TELEDATA - Teledata Solutions, Inc.,US"
46594,US,"BIS-CORP - Business Information Systems, Inc.,US"
46595,US,"PVTN - Penasco Valley Telecommunications,US"
46596,US,"NPH - Nazarene Publishing House,US"
46597,US,"ECOMMERCE - Ecommerce Discovery, LLC,US"
46598,US,"SOUTHERN-OHIO-COMMUNICATION-SERVICES - Southern Ohio Communication Services,US"
46599,US,"PRF-DATASTATION - McClure Services LLC,US"
46600,US,"SKYNET-AS - SkyScape Networks, LLC.,US"
46601,US,"AS46601 - CCI Communications LLC,US"
46602,US,"TPC - PLAIN DEALER PUBLISHING CO.,US"
46603,US,"JACK-IN-THE-BOX - Jack in the Box Inc.,US"
46604,US,"ASHEVILLE-CITIZEN-TIMES - Asheville Citizen-Times Publishing Company,US"
46605,US,"MGRC - MCGRATH RENTCORP,US"
46606,US,"UNIFIEDLAYER-AS-1 - Unified Layer,US"
46607,US,"FORREST-T-JONES - Forrest T Jones & co, Inc.,US"
46608,US,"RENAISSANCE-INVESTMENT-MANAGEMENT - Renaissance Investment Management, Inc.,US"
46609,CA,"OPTIC - Technologie Optic.ca,CA"
46610,US,"SC-ASN - Sageview Capital Limited Partnership,US"
46611,US,"CLAYSCHOOLS - Clay County Schools,US"
46612,CA,"VITERRA-REGINA - Viterra Inc,CA"
46613,US,"CV-RI-HQ - COLLETTE VACATIONS,US"
46614,US,"GT-GBC02-ARIN - GBNET CORPORATION,US"
46615,US,"WCG - WCG Management,US"
46616,US,"WESTI-INET-AS - Westinghouse Electric Company LLC,US"
46617,US,"WEBMD-IDC2-AS - WebMD, Inc.,US"
46618,CA,"DERYTELECOM - Dery Telecom Inc.,CA"
46619,US,"FRG-RAD - Foundation Radiology Group,US"
46620,US,"WBH-ISC-RO - William Beaumont Hospital,US"
46621,US,"SCRIC - Broome - Tioga BOCES,US"
46622,US,"ARMSTRONG-ENTERPRISE-COMMUNICATIONS - Armstrong Enterprise Communications, Inc.,US"
46623,US,"FISHBACK - Fishback Financial Corporation,US"
46624,US,"BEEBE-MEDICAL-CENTER - Beebe Medical Center Inc.,US"
46625,US,"HELLMAN-JORDAN-MANAGEMENT-COMPANY-INC-ASN - Hellman Jordan Management Company Inc.,US"
46626,CA,"SICKKIDS-AS-01 - The Hospital for Sick Children,CA"
46627,US,"ISOLVER - Internet Solver, Inc.,US"
46628,US,"UTMSA - UT Medicine SA,US"
46629,US,"NETIP-GA - Network IP,US"
46630,CA,"CPRAIL - Canadian Pacific Railway Company,CA"
46631,US,"CITYOFWHEATON - City of Wheaton,US"
46632,US,"SOUTHWEST-ARKANSAS-TELEPHONE-COOPERATIVE - Southwest Arkansas Telephone Cooperative,US"
46633,US,"TRADESTATION-2 - TradeStation Securities, Inc,US"
46634,US,"NET10-NET - net 10 Internet Services, Inc.,US"
46635,US,"PRESTIGECONNECT - Prestige Connection Corporation,US"
46636,US,"NATCOWEB - NatCoWeb Corp.,US"
46637,ZZ,"-Reserved AS-,ZZ"
46638,US,"DLIS-1-AS - Dixieland Internet Service, Inc.,US"
46639,US,"HUGHES-TELEMATICS - Hughes Telematics, Inc.,US"
46640,US,"NWNCOMM - NWN Corporation,US"
